127.0.0.1 - - [14/Jul/2023:10:45:22 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:45:24 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:45:24 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:39 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:40 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:40 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:40 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:40 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:41 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:41 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:41 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:41 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:41 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:43 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:43 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:43 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:51:44 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:56:20 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:56:25 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:10:56:26 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:11:00:26 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:11:00:27 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:11:00:27 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:11:00:27 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:11:00:28 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [14/Jul/2023:11:00:28 +0530] "GET /CountryApp/ HTTP/1.1" 404 767
